PARTITION|NODELIST|CPUS|MEMORY|GRES|STATE|AVAIL_FEATURES
sched_system_all|node3906|192|1023428|gpu:a100:7(S:2-3,6-7,10-11,14-15)|inval|node3906,rocky8
sched_system_all|node2703|128|2055056|gpu:h100:4|completing|node2703,rocky8
sched_system_all|node1236|52|514000|gpu:8|mixed-|node1236,centos7
sched_system_all|node1702|128|2055056|gpu:h100:4|mixed-|node1702,rocky8
sched_system_all|node1703|128|2055056|gpu:h100:4|mixed-|node1703,rocky8
sched_system_all|node1802|128|2055056|gpu:h100:4|mixed-|node1802,rocky8
sched_system_all|node1803|128|2055056|gpu:h100:4|mixed-|node1803,rocky8
sched_system_all|node1908|192|378039|(null)|mixed-|node1908,rocky8
sched_system_all|node1910|192|378039|(null)|mixed-|node1910,rocky8
sched_system_all|node1911|192|378039|(null)|mixed-|node1911,rocky8
sched_system_all|node2434|120|2055009|gpu:h200:8(S:0-1)|mixed-|node2434,rocky8
sched_system_all|node2435|64|2055058|gpu:h100:4|mixed-|node2435,rocky8
sched_system_all|node2641|64|1023121|gpu:h100:4|mixed-|node2641,rocky8
sched_system_all|node2702|128|2055056|gpu:h100:4|mixed-|node2702,rocky8
sched_system_all|node2802|128|2055056|gpu:h100:4|mixed-|node2802,rocky8
sched_system_all|node2803|128|2055056|gpu:h100:4|mixed-|node2803,rocky8
sched_system_all|node2900|224|2055024|gpu:h100:8|mixed-|node2900,rocky8
sched_system_all|node3101|240|2055009|gpu:h200:8(S:0-1)|mixed-|node3101,rocky8
sched_system_all|node3409|96|1023099|gpu:h100:8(S:0-1)|mixed-|node3409,rocky8
sched_system_all|node3614|96|1023129|gpu:h100:4(S:0-1)|mixed-|node3614,rocky8
sched_system_all|node3804|256|2055360|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3804,rocky8
sched_system_all|node3805|256|1023425|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3805,rocky8
sched_system_all|node3806|256|2055360|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3806,rocky8
sched_system_all|node3807|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3807,rocky8
sched_system_all|node3808|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3808,rocky8
sched_system_all|node3809|256|1023425|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3809,rocky8
sched_system_all|node3810|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3810,rocky8
sched_system_all|node3811|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3811,rocky8
sched_system_all|node3900|152|2055145|gpu:a100:8|mixed-|node3900,rocky8
sched_system_all|node3903|128|1023465|gpu:a100:6(S:0-7)|mixed-|node3903,rocky8
sched_system_all|node3904|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3904,rocky8
sched_system_all|node3905|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3905,rocky8
sched_system_all|node3907|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3907,rocky8
sched_system_all|node3909|192|1023672|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3909,rocky8
sched_system_all|node3910|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3910,rocky8
sched_system_all|node3911|192|1023428|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node3911,rocky8
sched_system_all|node4000|256|1023294|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node4000,rocky8
sched_system_all|node4001|256|1023297|gpu:a100:8(S:2-3,6-7,10-11,14-15)|mixed-|node4001,rocky8
sched_system_all|node4002|96|1538451|gpu:h200:4(S:0-7)|mixed-|node4002,rocky8
sched_system_all|node4109|96|1023099|gpu:h100:8(S:0-1)|mixed-|node4109,rocky8
sched_system_all|node5005|128|2055020|gpu:rtx_pro_6000:8(S:0-1)|mixed-|node5005,rocky8
sched_system_all|node5102|64|1023119|gpu:h200:4(S:0)|mixed-|node5102,rocky8
sched_system_all|node2807|56|248982|(null)|planned|node2807,rocky8
sched_system_all|node3908|192|1023443|gpu:a100:8(S:0-15)|planned|node3908,rocky8
sched_system_all|node484|32|120334|(null)|drained*|node484,centos8
sched_system_all|node088|16|64000|gpu:1|drained*|node088,centos7
sched_system_all|node127|24|128000|(null)|drained*|node127,centos7
sched_system_all|node130|16|64000|(null)|drained*|node130,centos7
sched_system_all|node136|16|64000|(null)|drained*|node136,centos7
sched_system_all|node140|16|64000|(null)|drained*|node140,centos7
sched_system_all|node141|16|64000|(null)|drained*|node141,centos7
sched_system_all|node178|16|64000|gpu:1|drained*|node178,centos7
sched_system_all|node216|16|64000|(null)|drained*|node216,centos7
sched_system_all|node245|20|64000|(null)|drained*|node245,centos7
sched_system_all|node249|20|64000|(null)|drained*|node249,centos7
sched_system_all|node272|20|64000|(null)|drained*|node272,centos7
sched_system_all|node338|20|63000|(null)|drained*|node338,centos7
sched_system_all|node376|20|63000|(null)|drained*|node376,centos7
sched_system_all|node391|20|63000|(null)|drained*|node391,centos7
sched_system_all|node423|24|257000|gpu:4|drained*|node423,centos7
sched_system_all|node433|28|64000|(null)|drained*|node433,centos7
sched_system_all|node447|28|128000|(null)|drained*|node447,centos7
sched_system_all|node533|32|128000|(null)|drained*|node533,centos7
sched_system_all|node535|32|128000|(null)|drained*|node535,centos7
sched_system_all|node586|32|128000|(null)|drained*|node586,centos7
sched_system_all|node622|28|128000|(null)|drained*|node622,centos7
sched_system_all|node624|28|128000|(null)|drained*|node624,centos7
sched_system_all|node628|28|128000|(null)|drained*|node628,centos7
sched_system_all|node629|28|128000|(null)|drained*|node629,centos7
sched_system_all|node651|28|128000|(null)|drained*|node651,centos7
sched_system_all|node667|32|128000|(null)|drained*|node667,centos7
sched_system_all|node672|28|128000|(null)|drained*|node672,centos7
sched_system_all|node678|28|128000|(null)|drained*|node678,centos7
sched_system_all|node724|28|128000|(null)|drained*|node724,centos7
sched_system_all|node739|28|128000|gpu:2|drained*|node739,centos7
sched_system_all|node753|28|128000|gpu:2|drained*|node753,centos7
sched_system_all|node963|28|128000|(null)|drained*|node963,centos7
sched_system_all|node1027|36|191000|(null)|drained*|node1027,centos7
sched_system_all|node1029|36|191000|(null)|drained*|node1029,centos7
sched_system_all|node1030|36|191000|(null)|drained*|node1030,centos7
sched_system_all|node1037|24|63000|(null)|drained*|node1037,centos7
sched_system_all|node1060|20|31000|(null)|drained*|node1060,centos7
sched_system_all|node1064|20|31000|(null)|drained*|node1064,centos7
sched_system_all|node1072|20|31000|(null)|drained*|node1072,centos7
sched_system_all|node1081|16|31000|(null)|drained*|node1081,centos7
sched_system_all|node1101|16|31000|(null)|drained*|node1101,centos7
sched_system_all|node1110|28|578000|(null)|drained*|node1110,centos7
sched_system_all|node1119|64|385000|gpu:4|drained*|node1119,centos7
sched_system_all|node1140|40|191000|(null)|drained*|node1140,centos7
sched_system_all|node1150|40|191000|(null)|drained*|node1150,centos7
sched_system_all|node1170|40|191000|(null)|drained*|node1170,centos7
sched_system_all|node1218|40|63000|(null)|drained*|node1218,centos7
sched_system_all|node1221|40|63000|(null)|drained*|node1221,centos7
sched_system_all|node1227|48|772000|(null)|drained*|node1227,centos7
sched_system_all|node1311|48|128298|(null)|drained*|node1311,centos7
sched_system_all|node1916|192|378039|(null)|drained*|node1916,rocky8
sched_system_all|node2906|64|1022858|gpu:h100:4(S:0-1)|drained*|node2906,rocky8
sched_system_all|node1613|96|377765|(null)|completing|node1613,rocky8
sched_system_all|node500|32|128000|(null)|completing|node500,centos7
sched_system_all|node2904|64|1023121|gpu:h100:4|completing|node2904,rocky8
sched_system_all|node1139|40|191000|(null)|draining|node1139,centos7
sched_system_all|node1141|40|191000|(null)|draining|node1141,centos7
sched_system_all|node1142|40|191000|(null)|draining|node1142,centos7
sched_system_all|node1143|40|191000|(null)|draining|node1143,centos7
sched_system_all|node1144|40|191000|(null)|draining|node1144,centos7
sched_system_all|node1145|40|191000|(null)|draining|node1145,centos7
sched_system_all|node1146|40|191000|(null)|draining|node1146,centos7
sched_system_all|node1163|40|191000|(null)|draining|node1163,centos7
sched_system_all|node587|32|128000|(null)|drained|node587,centos7
sched_system_all|node590|32|128000|(null)|drained|node590,centos7
sched_system_all|node623|28|128000|(null)|drained|node623,centos7
sched_system_all|node630|28|128000|(null)|drained|node630,centos7
sched_system_all|node631|28|128000|(null)|drained|node631,centos7
sched_system_all|node663|28|128000|(null)|drained|node663,centos7
sched_system_all|node682|28|128000|(null)|drained|node682,centos7
sched_system_all|node686|28|128000|(null)|drained|node686,centos7
sched_system_all|node698|28|128000|(null)|drained|node698,centos7
sched_system_all|node730|28|128000|(null)|drained|node730,centos7
sched_system_all|node950|28|128000|(null)|drained|node950,centos7
sched_system_all|node1045|20|31000|(null)|drained|node1045,centos7
sched_system_all|node1131|40|191000|(null)|drained|node1131,centos7
sched_system_all|node1132|40|191000|(null)|drained|node1132,centos7
sched_system_all|node1133|40|191000|(null)|drained|node1133,centos7
sched_system_all|node1134|40|191000|(null)|drained|node1134,centos7
sched_system_all|node1135|40|191000|(null)|drained|node1135,centos7
sched_system_all|node1136|40|191000|(null)|drained|node1136,centos7
sched_system_all|node1137|40|191000|(null)|drained|node1137,centos7
sched_system_all|node1138|40|191000|(null)|drained|node1138,centos7
sched_system_all|node1213|40|191000|(null)|drained|node1213,centos7
sched_system_all|node1245|128|257000|(null)|drained|node1245,centos7
sched_system_all|node1354|128|257000|(null)|drained|node1354,centos7
sched_system_all|node1413|64|378098|(null)|drained|node1413,rocky8
sched_system_all|node1427|64|378100|(null)|drained|node1427,rocky8
sched_system_all|node2640|64|1023121|gpu:h100:4|drained|node2640,rocky8
sched_system_all|node4104|64|1022859|gpu:l40s:4(S:0-1)|drained|node4104,rocky8
sched_system_all|node485|32|120334|(null)|reserved|node485,centos8
sched_system_all|node486|32|120334|(null)|reserved|node486,centos8
sched_system_all|node487|32|120334|(null)|reserved|node487,centos8
sched_system_all|node488|32|120334|(null)|reserved|node488,centos8
sched_system_all|node489|32|120335|(null)|reserved|node489,centos8
sched_system_all|node490|32|120334|(null)|reserved|node490,centos8
sched_system_all|node491|32|120334|(null)|reserved|node491,centos8
sched_system_all|node492|32|120334|(null)|reserved|node492,centos8
sched_system_all|node493|32|120334|(null)|reserved|node493,centos8
sched_system_all|node3200|120|2055009|gpu:h200:8(S:0-1)|reserved|node3200,rocky8
sched_system_all|node3201|120|2055009|gpu:h200:8(S:0-1)|reserved|node3201,rocky8
sched_system_all|node3300|120|2055009|gpu:h200:8(S:0-1)|reserved|node3300,rocky8
sched_system_all|node3400|120|2055009|gpu:h200:8(S:0-1)|reserved|node3400,rocky8
sched_system_all|node247|20|64000|(null)|mixed|node247,centos7
sched_system_all|node343|20|63000|(null)|mixed|node343,centos7
sched_system_all|node347|20|63000|(null)|mixed|node347,centos7
sched_system_all|node348|20|63000|(null)|mixed|node348,centos7
sched_system_all|node349|20|63000|(null)|mixed|node349,centos7
sched_system_all|node407|20|128000|(null)|mixed|node407,centos7
sched_system_all|node669|28|128000|(null)|mixed|node669,centos7
sched_system_all|node671|28|128000|(null)|mixed|node671,centos7
sched_system_all|node964|28|128000|(null)|mixed|node964,centos7
sched_system_all|node1031|56|1546000|(null)|mixed|node1031,centos7
sched_system_all|node1034|48|257000|gpu:4|mixed|node1034,centos7
sched_system_all|node1035|48|257000|gpu:4|mixed|node1035,centos7
sched_system_all|node1115|64|385000|gpu:4|mixed|node1115,centos7
sched_system_all|node1116|64|385000|gpu:4|mixed|node1116,centos7
sched_system_all|node1117|64|385000|gpu:4|mixed|node1117,centos7
sched_system_all|node1118|64|385000|gpu:4|mixed|node1118,centos7
sched_system_all|node1120|64|385000|gpu:4|mixed|node1120,centos7
sched_system_all|node1121|64|385000|gpu:4|mixed|node1121,centos7
sched_system_all|node1122|64|385000|gpu:4|mixed|node1122,centos7
sched_system_all|node1123|64|385000|gpu:4|mixed|node1123,centos7
sched_system_all|node1204|64|515000|gpu:8|mixed|node1204,centos7
sched_system_all|node1208|64|515000|gpu:8|mixed|node1208,centos7
sched_system_all|node1223|52|773000|(null)|mixed|node1223,centos7
sched_system_all|node1225|48|772000|(null)|mixed|node1225,centos7
sched_system_all|node1238|128|515000|(null)|mixed|node1238,centos7
sched_system_all|node1239|48|772000|(null)|mixed|node1239,centos7
sched_system_all|node1240|48|772000|(null)|mixed|node1240,centos7
sched_system_all|node1243|128|257000|(null)|mixed|node1243,centos7
sched_system_all|node1244|128|257000|(null)|mixed|node1244,centos7
sched_system_all|node1327|48|515345|(null)|mixed|node1327,centos7
sched_system_all|node1328|48|515345|(null)|mixed|node1328,centos7
sched_system_all|node1329|48|515345|(null)|mixed|node1329,centos7
sched_system_all|node1330|48|515345|(null)|mixed|node1330,centos7
sched_system_all|node1347|128|257000|(null)|mixed|node1347,centos7
sched_system_all|node1348|128|257000|(null)|mixed|node1348,centos7
sched_system_all|node1349|128|257000|(null)|mixed|node1349,centos7
sched_system_all|node1350|128|257000|(null)|mixed|node1350,centos7
sched_system_all|node1351|128|257000|(null)|mixed|node1351,centos7
sched_system_all|node1352|128|257000|(null)|mixed|node1352,centos7
sched_system_all|node1353|128|257000|(null)|mixed|node1353,centos7
sched_system_all|node1355|128|257000|(null)|mixed|node1355,centos7
sched_system_all|node1359|128|257000|(null)|mixed|node1359,centos7
sched_system_all|node1361|128|257000|(null)|mixed|node1361,centos7
sched_system_all|node1362|128|257000|(null)|mixed|node1362,centos7
sched_system_all|node1365|56|385000|(null)|mixed|node1365,centos7
sched_system_all|node1390|40|248000|(null)|mixed|node1390,rocky8
sched_system_all|node1399|64|386000|(null)|mixed|node1399,centos7
sched_system_all|node1400|64|386000|(null)|mixed|node1400,centos7
sched_system_all|node1401|64|386000|(null)|mixed|node1401,centos7
sched_system_all|node1402|64|386000|(null)|mixed|node1402,centos7
sched_system_all|node1405|64|378100|(null)|mixed|node1405,rocky8
sched_system_all|node1410|64|377840|(null)|mixed|node1410,rocky8
sched_system_all|node1411|64|378098|(null)|mixed|node1411,rocky8
sched_system_all|node1428|64|378100|(null)|mixed|node1428,rocky8
sched_system_all|node1429|64|378100|(null)|mixed|node1429,rocky8
sched_system_all|node1430|64|378100|(null)|mixed|node1430,rocky8
sched_system_all|node1442|64|378098|(null)|mixed|node1442,rocky8
sched_system_all|node1447|64|378098|(null)|mixed|node1447,rocky8
sched_system_all|node1449|64|378100|(null)|mixed|node1449,rocky8
sched_system_all|node1450|64|378100|(null)|mixed|node1450,rocky8
sched_system_all|node1452|64|378100|(null)|mixed|node1452,rocky8
sched_system_all|node1453|64|378100|(null)|mixed|node1453,rocky8
sched_system_all|node1454|64|378100|(null)|mixed|node1454,rocky8
sched_system_all|node1455|64|378100|(null)|mixed|node1455,rocky8
sched_system_all|node1457|64|378100|(null)|mixed|node1457,rocky8
sched_system_all|node1458|64|378098|(null)|mixed|node1458,rocky8
sched_system_all|node1463|128|507118|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node1463,rocky8
sched_system_all|node1600|96|377765|(null)|mixed|node1600,rocky8
sched_system_all|node1607|96|377765|(null)|mixed|node1607,rocky8
sched_system_all|node1608|96|377765|(null)|mixed|node1608,rocky8
sched_system_all|node1609|96|377765|(null)|mixed|node1609,rocky8
sched_system_all|node1610|96|377765|(null)|mixed|node1610,rocky8
sched_system_all|node1611|96|377765|(null)|mixed|node1611,rocky8
sched_system_all|node1612|96|377765|(null)|mixed|node1612,rocky8
sched_system_all|node1615|96|377765|(null)|mixed|node1615,rocky8
sched_system_all|node1616|96|377765|(null)|mixed|node1616,rocky8
sched_system_all|node1618|96|377765|(null)|mixed|node1618,rocky8
sched_system_all|node1619|96|377765|(null)|mixed|node1619,rocky8
sched_system_all|node1620|192|1538936|(null)|mixed|node1620,rocky8
sched_system_all|node1621|192|1538936|(null)|mixed|node1621,rocky8,r9a-c03
sched_system_all|node1622|192|1538854|(null)|mixed|node1622,rocky8,r9a-c03
sched_system_all|node1623|192|1538854|(null)|mixed|node1623,rocky8
sched_system_all|node1624|192|1538854|(null)|mixed|node1624,rocky8
sched_system_all|node1625|192|1538854|(null)|mixed|node1625,rocky8
sched_system_all|node1626|96|378031|(null)|mixed|node1626,rocky8
sched_system_all|node1627|96|378031|(null)|mixed|node1627,rocky8
sched_system_all|node1628|96|378031|(null)|mixed|node1628,rocky8
sched_system_all|node1631|96|378031|(null)|mixed|node1631,rocky8
sched_system_all|node1633|64|1023122|gpu:l40s:4|mixed|node1633,rocky8
sched_system_all|node1634|64|1022859|gpu:l40s:4(S:0-1)|mixed|node1634,rocky8
sched_system_all|node1704|64|378058|gpu:l40s:2|mixed|node1704,rocky8
sched_system_all|node1705|64|378058|gpu:l40s:2|mixed|node1705,rocky8
sched_system_all|node1708|48|378065|gpu:h100:2|mixed|node1708,rocky8
sched_system_all|node1709|48|378065|gpu:h100:2|mixed|node1709,rocky8
sched_system_all|node1804|48|378065|gpu:l40s:3|mixed|node1804,rocky8
sched_system_all|node1917|128|507116|gpu:a100:4|mixed|node1917,rocky8
sched_system_all|node1918|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node1918,rocky8
sched_system_all|node1927|64|1022965|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node1927,rocky8
sched_system_all|node1928|64|1022965|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node1928,rocky8
sched_system_all|node2001|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2001,rocky8
sched_system_all|node2007|64|249077|(null)|mixed|node2007,rocky8
sched_system_all|node2008|64|249077|(null)|mixed|node2008,rocky8
sched_system_all|node2009|64|249077|(null)|mixed|node2009,rocky8
sched_system_all|node2010|64|249077|(null)|mixed|node2010,rocky8
sched_system_all|node2011|64|249077|(null)|mixed|node2011,rocky8
sched_system_all|node2012|64|249092|(null)|mixed|node2012,rocky8
sched_system_all|node2013|64|249092|(null)|mixed|node2013,rocky8
sched_system_all|node2014|64|249092|(null)|mixed|node2014,rocky8
sched_system_all|node2015|64|249092|(null)|mixed|node2015,rocky8
sched_system_all|node2016|64|249092|(null)|mixed|node2016,rocky8
sched_system_all|node2017|64|249092|(null)|mixed|node2017,rocky8
sched_system_all|node2018|64|249092|(null)|mixed|node2018,rocky8
sched_system_all|node2019|64|249092|(null)|mixed|node2019,rocky8
sched_system_all|node2020|64|249092|(null)|mixed|node2020,rocky8
sched_system_all|node2022|64|249092|(null)|mixed|node2022,rocky8
sched_system_all|node2100|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2100,rocky8
sched_system_all|node2101|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2101,rocky8
sched_system_all|node2107|64|507002|(null)|mixed|node2107,rocky8
sched_system_all|node2119|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2119,rocky8
sched_system_all|node2300|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2300,rocky8
sched_system_all|node2302|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2302,rocky8
sched_system_all|node2303|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2303,rocky8
sched_system_all|node2304|128|507116|gpu:a100:4(S:2-3,6-7,10-11,14-15)|mixed|node2304,rocky8
sched_system_all|node2403|64|1023081|gpu:a40:4(S:0-1)|mixed|node2403,rocky8
sched_system_all|node2404|64|184302|(null)|mixed|node2404,rocky8
sched_system_all|node2409|64|184304|(null)|mixed|node2409,rocky8
sched_system_all|node2413|64|248813|(null)|mixed|node2413,rocky8
sched_system_all|node2414|40|506978|gpu:a100:4|mixed|node2414,rocky8
sched_system_all|node2415|40|506987|gpu:a100:4|mixed|node2415,rocky8
sched_system_all|node2417|40|506987|gpu:a100:4|mixed|node2417,rocky8
sched_system_all|node2425|64|248826|(null)|mixed|node2425,rocky8
sched_system_all|node2429|64|249088|(null)|mixed|node2429,rocky8
sched_system_all|node2430|64|249088|(null)|mixed|node2430,rocky8
sched_system_all|node2431|64|249089|(null)|mixed|node2431,rocky8
sched_system_all|node2432|64|249088|(null)|mixed|node2432,rocky8
sched_system_all|node2433|120|2055009|gpu:h200:8(S:0-1)|mixed|node2433,rocky8
sched_system_all|node2500|120|2055024|gpu:h200:8|mixed|node2500,rocky8
sched_system_all|node2511|96|378031|(null)|mixed|node2511,rocky8
sched_system_all|node2513|96|378031|(null)|mixed|node2513,rocky8
sched_system_all|node2515|64|515000|(null)|mixed|node2515,centos7
sched_system_all|node2518|64|507040|(null)|mixed|node2518,rocky8
sched_system_all|node2522|64|249087|(null)|mixed|node2522,rocky8
sched_system_all|node2523|96|378031|(null)|mixed|node2523,rocky8
sched_system_all|node2524|96|378031|(null)|mixed|node2524,rocky8
sched_system_all|node2525|96|378031|(null)|mixed|node2525,rocky8
sched_system_all|node2601|64|2055166|(null)|mixed|node2601,rocky8
sched_system_all|node2605|64|507135|(null)|mixed|node2605,rocky8
sched_system_all|node2621|64|507135|(null)|mixed|node2621,rocky8
sched_system_all|node2637|64|507135|(null)|mixed|node2637,rocky8
sched_system_all|node2638|64|507135|(null)|mixed|node2638,rocky8
sched_system_all|node2639|64|507135|(null)|mixed|node2639,rocky8
sched_system_all|node2704|64|377791|(null)|mixed|node2704,rocky8,high_l3
sched_system_all|node2705|64|377791|(null)|mixed|node2705,rocky8,high_l3
sched_system_all|node2804|64|1022859|gpu:l40s:4(S:0-1)|mixed|node2804,rocky8
sched_system_all|node2809|96|1538990|gpu:l4:1|mixed|node2809,rocky8
sched_system_all|node2901|224|2055024|gpu:h100:8(S:0-1)|mixed|node2901,rocky8
sched_system_all|node2903|64|1023122|gpu:l40s:4|mixed|node2903,rocky8
sched_system_all|node3000|120|2055009|gpu:h200:8(S:0-1)|mixed|node3000,rocky8
sched_system_all|node3001|120|2055009|gpu:h200:8(S:0-1)|mixed|node3001,rocky8
sched_system_all|node3002|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3002,rocky8
sched_system_all|node3003|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3003,rocky8
sched_system_all|node3004|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3004,rocky8
sched_system_all|node3005|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3005,rocky8
sched_system_all|node3006|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3006,rocky8
sched_system_all|node3007|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3007,rocky8
sched_system_all|node3008|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3008,rocky8
sched_system_all|node3009|96|1023099|gpu:h100:8(S:0-1)|mixed|node3009,rocky8
sched_system_all|node3100|240|2055009|gpu:h200:8(S:0-1)|mixed|node3100,rocky8
sched_system_all|node3102|64|1023122|gpu:l40s:4(S:0-1)|mixed|node3102,rocky8
sched_system_all|node3103|96|377765|(null)|mixed|node3103,rocky8
sched_system_all|node3104|96|377765|(null)|mixed|node3104,rocky8
sched_system_all|node3105|96|377765|(null)|mixed|node3105,rocky8
sched_system_all|node3111|96|377765|(null)|mixed|node3111,rocky8
sched_system_all|node3112|96|377765|(null)|mixed|node3112,rocky8
sched_system_all|node3113|96|377765|(null)|mixed|node3113,rocky8
sched_system_all|node3114|96|377765|(null)|mixed|node3114,rocky8
sched_system_all|node3203|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3203,rocky8
sched_system_all|node3204|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3204,rocky8
sched_system_all|node3205|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3205,rocky8
sched_system_all|node3209|96|1023099|gpu:h100:8(S:0-1)|mixed|node3209,rocky8
sched_system_all|node3301|240|2055009|gpu:h200:8(S:0-1)|mixed|node3301,rocky8
sched_system_all|node3302|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3302,rocky8
sched_system_all|node3303|96|377765|(null)|mixed|node3303,rocky8
sched_system_all|node3305|96|377765|(null)|mixed|node3305,rocky8
sched_system_all|node3306|96|377765|(null)|mixed|node3306,rocky8
sched_system_all|node3307|96|377765|(null)|mixed|node3307,rocky8
sched_system_all|node3308|96|377765|(null)|mixed|node3308,rocky8
sched_system_all|node3310|96|377765|(null)|mixed|node3310,rocky8
sched_system_all|node3312|96|377765|(null)|mixed|node3312,rocky8
sched_system_all|node3401|240|2055521|gpu:h200:8(S:0-1)|mixed|node3401,rocky8
sched_system_all|node3402|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3402,rocky8
sched_system_all|node3403|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3403,rocky8
sched_system_all|node3404|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3404,rocky8
sched_system_all|node3407|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3407,rocky8
sched_system_all|node3408|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3408,rocky8
sched_system_all|node3500|64|1023122|gpu:l40s:4(S:0-1)|mixed|node3500,rocky8
sched_system_all|node3501|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3501,rocky8
sched_system_all|node3502|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3502,rocky8
sched_system_all|node3512|64|1022859|gpu:l40s:4(S:0-1)|mixed|node3512,rocky8
sched_system_all|node3600|64|1023122|gpu:l40s:4(S:0-1)|mixed|node3600,rocky8,r9-pa-c14
sched_system_all|node3615|48|1023129|gpu:l40s:4(S:0-1)|mixed|node3615,rocky8
sched_system_all|node3619|48|1023129|gpu:l40s:4(S:0-1)|mixed|node3619,rocky8
sched_system_all|node3620|48|1023129|gpu:l40s:4(S:0-1)|mixed|node3620,rocky8
sched_system_all|node3623|96|378030|(null)|mixed|node3623,rocky8
sched_system_all|node3800|40|764217|gpu:rtx_a6000:10(S:0-1)|mixed|node3800,rocky8
sched_system_all|node3801|64|2055159|gpu:rtx_a6000:10|mixed|node3801,rocky8
sched_system_all|node3802|40|764217|gpu:rtx_a6000:7(S:0-1)|mixed|node3802,rocky8
sched_system_all|node3803|256|2043257|(null)|mixed|node3803,rocky8
sched_system_all|node3901|80|1022265|gpu:a100:5(S:0-1)|mixed|node3901,rocky8
sched_system_all|node3902|152|2055145|gpu:a100:9|mixed|node3902,rocky8
sched_system_all|node4003|96|764837|(null)|mixed|node4003,rocky8
sched_system_all|node4004|32|377288|gpu:rtx_pro_6000:2(S:0-7)|mixed|node4004,rocky8
sched_system_all|node4005|192|377765|(null)|mixed|node4005,rocky8
sched_system_all|node4006|192|377765|(null)|mixed|node4006,rocky8
sched_system_all|node4007|32|377288|gpu:rtx_pro_6000:2(S:0-7)|mixed|node4007,rocky8
sched_system_all|node4100|240|2055521|gpu:h200:8(S:0-1)|mixed|node4100,rocky8
sched_system_all|node4102|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4102,rocky8
sched_system_all|node4103|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4103,rocky8
sched_system_all|node4105|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4105,rocky8
sched_system_all|node4106|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4106,rocky8
sched_system_all|node4107|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4107,rocky8
sched_system_all|node4108|64|1022859|gpu:l40s:4(S:0-1)|mixed|node4108,rocky8
sched_system_all|node4111|128|764294|(null)|mixed|node4111,rocky8
sched_system_all|node4112|128|764295|(null)|mixed|node4112,rocky8
sched_system_all|node4113|128|764294|(null)|mixed|node4113,rocky8
sched_system_all|node4114|128|1538438|(null)|mixed|node4114,rocky8
